"","subject","segment","session","hm_mean","hm_max","hm_mean_dvars","hm_max_dvars","thr","volume","log_volume","hm_mean_ten","hm_max_ten"
"530","sub0102","RS_B","D1",0.209358879027356,0.501007,48.3435686930091,60.7261,"23",10.216,2.32395511873024,2.09358879027356,5.01007
"531","sub0102","RS_B","D1",0.209358879027356,0.501007,48.3435686930091,60.7261,"46",6.424,1.86004097664446,2.09358879027356,5.01007
"532","sub0102","RS_C","D1",0.205832067226721,0.502138,49.1703038461538,63.268,"0",18.216,2.90230032876144,2.05832067226721,5.02138
"533","sub0102","RS_C","D1",0.205832067226721,0.502138,49.1703038461538,63.268,"23",10.144,2.31688239769487,2.05832067226721,5.02138
"534","sub0102","RS_C","D1",0.205832067226721,0.502138,49.1703038461538,63.268,"46",6.68,1.89911798754855,2.05832067226721,5.02138
"535","sub0102","RS_D","D1",0.215302628376328,0.49799,48.6592701062215,60.9612,"0",17.768,2.87739908659213,2.15302628376328,4.9799
"536","sub0102","RS_D","D1",0.215302628376328,0.49799,48.6592701062215,60.9612,"23",6.952,1.93902938796309,2.15302628376328,4.9799
"537","sub0102","RS_D","D1",0.215302628376328,0.49799,48.6592701062215,60.9612,"46",3.232,1.17310114065885,2.15302628376328,4.9799
"538","sub0102","RS_E","D1",0.218610178033981,1.27186,47.4908709951456,70.6059,"0",20.464,3.01866724483649,2.18610178033981,12.7186
"539","sub0102","RS_E","D1",0.218610178033981,1.27186,47.4908709951456,70.6059,"23",10.184,2.32081786125511,2.18610178033981,12.7186
"540","sub0102","RS_E","D1",0.218610178033981,1.27186,47.4908709951456,70.6059,"46",6.112,1.81025405186422,2.18610178033981,12.7186
"541","sub0123","RS_A","D1",0.0691793207317073,0.209218,38.2818091463415,49.0966,"0",20.528,3.02178980787328,0.691793207317073,2.09218
"542","sub0123","RS_A","D1",0.0691793207317073,0.209218,38.2818091463415,49.0966,"23",13.928,2.63390120246589,0.691793207317073,2.09218
"543","sub0123","RS_A","D1",0.0691793207317073,0.209218,38.2818091463415,49.0966,"46",10.368,2.33872413960992,0.691793207317073,2.09218
"544","sub0123","RS_B","D1",0.0677418440425532,0.215119,38.0333316109422,46.225,"0",29.6,3.38777436133001,0.677418440425532,2.15119
"545","sub0123","RS_B","D1",0.0677418440425532,0.215119,38.0333316109422,46.225,"23",22.76,3.12500460925813,0.677418440425532,2.15119
"546","sub0123","RS_B","D1",0.0677418440425532,0.215119,38.0333316109422,46.225,"46",18.312,2.90755658265027,0.677418440425532,2.15119
"547","sub0123","RS_C","D1",0.0706240625506073,0.243052,37.9822157894737,45.9515,"0",28.312,3.34328574304316,0.706240625506073,2.43052
"548","sub0123","RS_C","D1",0.0706240625506073,0.243052,37.9822157894737,45.9515,"23",20.856,3.0376416766312,0.706240625506073,2.43052
"549","sub0123","RS_C","D1",0.0706240625506073,0.243052,37.9822157894737,45.9515,"46",15.416,2.73540593111207,0.706240625506073,2.43052
"550","sub0123","RS_D","D1",0.0737817075265554,0.229994,37.3811349013657,45.7737,"0",27.688,3.32099910633304,0.737817075265554,2.29994
"551","sub0123","RS_D","D1",0.0737817075265554,0.229994,37.3811349013657,45.7737,"23",20.568,3.02373646996359,0.737817075265554,2.29994
"552","sub0123","RS_D","D1",0.0737817075265554,0.229994,37.3811349013657,45.7737,"46",15.888,2.76556410730282,0.737817075265554,2.29994
"553","sub0123","RS_E","D1",0.0722380732402913,1.07325,37.2145464805825,59.7428,"0",26.664,3.28331434100544,0.722380732402913,10.7325
"554","sub0123","RS_E","D1",0.0722380732402913,1.07325,37.2145464805825,59.7428,"23",19.6,2.97552956623647,0.722380732402913,10.7325
"555","sub0123","RS_E","D1",0.0722380732402913,1.07325,37.2145464805825,59.7428,"46",15.704,2.75391545697416,0.722380732402913,10.7325
"556","sub0191","RS_A","D1",0.299686356707317,1.64373,26.0441213414634,80.8832,"0",4.4,1.48160454092422,2.99686356707317,16.4373
"557","sub0191","RS_A","D1",0.299686356707317,1.64373,26.0441213414634,80.8832,"23",3.056,1.11710687130427,2.99686356707317,16.4373
"558","sub0191","RS_A","D1",0.299686356707317,1.64373,26.0441213414634,80.8832,"46",2.088,0.736206670020392,2.99686356707317,16.4373
"559","sub0191","RS_B","D1",0.234998296656535,1.83262,26.3177996960486,68.3334,"0",14.216,2.65436809085235,2.34998296656535,18.3262
"560","sub0191","RS_B","D1",0.234998296656535,1.83262,26.3177996960486,68.3334,"23",7.192,1.97296929716932,2.34998296656535,18.3262
"561","sub0191","RS_B","D1",0.234998296656535,1.83262,26.3177996960486,68.3334,"46",5.384,1.68343159234243,2.34998296656535,18.3262
"562","sub0191","RS_C","D1",0.210351375708502,1.86925,27.0036888663968,68.1296,"0",9.776,2.27993040242924,2.10351375708502,18.6925
"563","sub0191","RS_C","D1",0.210351375708502,1.86925,27.0036888663968,68.1296,"23",4.92,1.59330853050422,2.10351375708502,18.6925
"564","sub0191","RS_C","D1",0.210351375708502,1.86925,27.0036888663968,68.1296,"46",3.008,1.10127540608759,2.10351375708502,18.6925
"565","sub0191","RS_D","D1",0.197376120940819,1.8143,26.8160449165402,67.4353,"0",7.784,2.0520703448837,1.97376120940819,18.143
"566","sub0191","RS_D","D1",0.197376120940819,1.8143,26.8160449165402,67.4353,"23",0.752,-0.285018955032297,1.97376120940819,18.143
"567","sub0191","RS_D","D1",0.197376120940819,1.8143,26.8160449165402,67.4353,"46",0.392,-0.936493439191674,1.97376120940819,18.143
"568","sub0191","RS_E","D1",0.194628445024272,1.80973,26.4107186893204,69.6864,"0",14.464,2.67166280364982,1.94628445024272,18.0973
"569","sub0191","RS_E","D1",0.194628445024272,1.80973,26.4107186893204,69.6864,"23",0.328,-1.11474167059799,1.94628445024272,18.0973
"570","sub0191","RS_E","D1",0.194628445024272,1.80973,26.4107186893204,69.6864,"46",0.112,-2.18925640768704,1.94628445024272,18.0973
"571","sub0203","RS_A","D1",0.0634080628658537,0.243435,21.9456024390244,30.9494,"0",33.984,3.52588982561947,0.634080628658537,2.43435
"572","sub0203","RS_A","D1",0.0634080628658537,0.243435,21.9456024390244,30.9494,"23",4.704,1.54841321059633,0.634080628658537,2.43435
"573","sub0203","RS_A","D1",0.0634080628658537,0.243435,21.9456024390244,30.9494,"46",3.144,1.14549587456696,0.634080628658537,2.43435
"574","sub0203","RS_B","D1",0.0599205909422492,0.227538,21.6065392097264,30.2403,"0",72.728,4.28672645481956,0.599205909422492,2.27538
"575","sub0203","RS_B","D1",0.0599205909422492,0.227538,21.6065392097264,30.2403,"23",14.28,2.65885995691144,0.599205909422492,2.27538
"576","sub0203","RS_B","D1",0.0599205909422492,0.227538,21.6065392097264,30.2403,"46",4.216,1.43888681123906,0.599205909422492,2.27538
"577","sub0203","RS_C","D1",0.061627853562753,0.314914,21.8135255060729,33.1685,"0",40.376,3.69823554903796,0.61627853562753,3.14914
"578","sub0203","RS_C","D1",0.061627853562753,0.314914,21.8135255060729,33.1685,"23",4.928,1.59493322623122,0.61627853562753,3.14914
"579","sub0203","RS_C","D1",0.061627853562753,0.314914,21.8135255060729,33.1685,"46",1.896,0.63974640383283,0.61627853562753,3.14914
"580","sub0203","RS_D","D1",0.060356434339909,0.281455,21.7540531107739,33.3796,"0",27.216,3.30380503565351,0.60356434339909,2.81455
"581","sub0203","RS_D","D1",0.060356434339909,0.281455,21.7540531107739,33.3796,"23",1.48,0.392042087776024,0.60356434339909,2.81455
"582","sub0203","RS_D","D1",0.060356434339909,0.281455,21.7540531107739,33.3796,"46",0.872,-0.136965855073157,0.60356434339909,2.81455
